株式会社エージェンシー,https://www.tokyu-agc.co.jp/company/directors.html,取締役 専務執行役員,松本 智
株式会社エージェンシー,https://www.tokyu-agc.co.jp/company/directors.html,取締役 常務執行役員,藤井 敦
株式会社エージェンシー,https://www.tokyu-agc.co.jp/company/directors.html,取締役 上席執行役員,中村 正輝
株式会社エージェンシー,https://www.tokyu-agc.co.jp/company/directors.html,取締役 上席執行役員,川越 直樹
株式会社エージェンシー,https://www.tokyu-agc.co.jp/company/directors.html,取締役（※）,木村 知郎
株式会社エージェンシー,https://www.tokyu-agc.co.jp/company/directors.html,相談役,澁谷 尚幸
株式会社エージェンシー,https://www.tokyu-agc.co.jp/company/directors.html,監査役 常勤監査役,不破 大悟
株式会社エージェンシー,https://www.tokyu-agc.co.jp/company/directors.html,監査役（※）,秋元 直久
株式会社エージェンシー,https://www.tokyu-agc.co.jp/company/directors.html,上席執行役員,木幡 健一
株式会社エージェンシー,https://www.tokyu-agc.co.jp/company/directors.html,上席執行役員,葉山 晃司
株式会社エージェンシー,https://www.tokyu-agc.co.jp/company/directors.html,上席執行役員,久保 宏之
株式会社エージェンシー,https://www.tokyu-agc.co.jp/company/directors.html,上席執行役員,金子 次郎
株式会社エージェンシー,https://www.tokyu-agc.co.jp/company/directors.html,執行役員,別技 達也
株式会社エージェンシー,https://www.tokyu-agc.co.jp/company/directors.html,執行役員,酒井 弘人
株式会社エージェンシー,https://www.tokyu-agc.co.jp/company/directors.html,執行役員,大倉 新也
株式会社エージェンシー,https://www.tokyu-agc.co.jp/company/directors.html,執行役員,小池 康裕
株式会社エージェンシー,https://www.tokyu-agc.co.jp/company/directors.html,執行役員,佐藤 隆
株式会社エージェンシー,https://www.tokyu-agc.co.jp/company/directors.html,執行役員,前田 暢彦
株式会社萬作,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3370801000472,役員情報なし,役員情報なし
株式会社プライズ,https://www.gigaprize.co.jp/corporate/board.html,代表取締役社長,佐藤 寿洋
株式会社プライズ,https://www.gigaprize.co.jp/corporate/board.html,取締役,植田 健吾
株式会社プライズ,https://www.gigaprize.co.jp/corporate/board.html,社外取締役,大瀧 守彦
株式会社プライズ,https://www.gigaprize.co.jp/corporate/board.html,社外取締役,大信田 博之
株式会社プライズ,https://www.gigaprize.co.jp/corporate/board.html,取締役,清水 高
株式会社プライズ,https://www.gigaprize.co.jp/corporate/board.html,取締役,友松 功一
株式会社プライズ,https://www.gigaprize.co.jp/corporate/board.html,取締役,田中 正幸
株式会社プライズ,https://www.gigaprize.co.jp/corporate/board.html,取締役,柴田 巧
株式会社プライズ,https://www.gigaprize.co.jp/corporate/board.html,監査役（常勤）,木村 賢治
株式会社プライズ,https://www.gigaprize.co.jp/corporate/board.html,社外監査役,田宮 昭
株式会社プライズ,https://www.gigaprize.co.jp/corporate/board.html,社外監査役,西田 弥代
株式会社プライズ,https://www.gigaprize.co.jp/corporate/board.html,監査役,和田 育子
株式会社アイエスエー,https://isa-j.co.jp/company/,代表取締役会長,三反﨑 好弘
株式会社アイエスエー,https://isa-j.co.jp/company/,代表取締役社長,柳原 康慈
株式会社アイエスエー,https://isa-j.co.jp/company/,取締役,高島 勝利
株式会社アイエスエー,https://isa-j.co.jp/company/,取締役,三反﨑 則子
株式会社アイエスエー,https://isa-j.co.jp/company/,監査役,大鐘 祐次郎
株式会社アイエスエー,https://isa-j.co.jp/company/,監査役,飯塚 順子
株式会社アイエスエー,https://isa-j.co.jp/company/,顧問,大鐘 祐次郎
株式会社アイエスエー,https://isa-j.co.jp/company/,顧問,三反﨑 泰司
株式会社アイエスエー,https://isa-j.co.jp/company/,顧問,荒木 俊馬
株式会社ベルグ,https://www.belc.jp/company/about/overview,取締役会長,原島 保
株式会社ベルグ,https://www.belc.jp/company/about/overview,代表取締役社長,原島 一誠
株式会社ベルグ,https://www.belc.jp/company/about/overview,専務取締役,上田 英雄
株式会社ベルグ,https://www.belc.jp/company/about/overview,専務取締役,原島 陽一郎
株式会社ベルグ,https://www.belc.jp/company/about/overview,常務取締役,大杉 佳弘
株式会社ベルグ,https://www.belc.jp/company/about/overview,取締役,上田 寛治
株式会社ベルグ,https://www.belc.jp/company/about/overview,取締役,原田 裕幸
株式会社ベルグ,https://www.belc.jp/company/about/overview,取締役,大作 幹夫
株式会社ベルグ,https://www.belc.jp/company/about/overview,取締役（社外）,久木 邦彦
株式会社ベルグ,https://www.belc.jp/company/about/overview,取締役（社外）,松下 香織
株式会社ベルグ,https://www.belc.jp/company/about/overview,取締役（社外）,井澤 京子
株式会社ベルグ,https://www.belc.jp/company/about/overview,取締役（社外）,梅國 智子
株式会社ベルグ,https://www.belc.jp/company/about/overview,取締役（社外）,齊藤 修一
株式会社ベルグ,https://www.belc.jp/company/about/overview,取締役（社外）,大西 千晶
株式会社ベルグ,https://www.belc.jp/company/about/overview,常勤監査役（社外）,杉村 茂
株式会社ベルグ,https://www.belc.jp/company/about/overview,監査役（社外）,德永 眞澄
株式会社ベルグ,https://www.belc.jp/company/about/overview,監査役（社外）,野村 文雄
株式会社フラワーズ,取得失敗,エラー: 429 Resource has been exhausted (e.g. check quota).,エラー
ＫＴＳ株式会社,https://kel-kts.co.jp/company/executive-officer-list.html,代表取締役社長,水戸 修一
ＫＴＳ株式会社,https://kel-kts.co.jp/company/executive-officer-list.html,取締役,石原 愼一
ＫＴＳ株式会社,https://kel-kts.co.jp/company/executive-officer-list.html,取締役,玉岡 英人
ＫＴＳ株式会社,https://kel-kts.co.jp/company/executive-officer-list.html,取締役,近藤 壮一
ＫＴＳ株式会社,https://kel-kts.co.jp/company/executive-officer-list.html,監査役,金沢 裕一
ＫＴＳ株式会社,https://kel-kts.co.jp/company/executive-officer-list.html,執行役員,下吹越 隆吾
会社名,URL,役職,氏名
株式会社三和会,https://www.gukuru.co/%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81,代表者,森島 幸則
株式会社カワモト,https://www.kawamoto-inc.com/?page_id=2,代表取締役,河本 龍一
株式会社カワモト,https://www.kawamoto-inc.com/?page_id=2,専務取締役,大日方一夫
株式会社カワモト,https://www.kawamoto-inc.com/?page_id=2,常務取締役,相馬 秀浩
株式会社カワモト,https://www.kawamoto-inc.com/?page_id=2,取締役,花見 実
株式会社カワモト,https://www.kawamoto-inc.com/?page_id=2,取締役,田中 喜生
株式会社カワモト,https://www.kawamoto-inc.com/?page_id=2,取締役会長,河本 龍男
株式会社カワモト,https://www.kawamoto-inc.com/?page_id=2,監査役,中山 孝弘
株式会社スギハラ,https://www.sugihara-kasa.com/about/,代表取締役,杉原 弘起
株式会社シンセイ,https://www.shinsei-1950.co.jp/company-info/,代表取締役社長,森 昭英
株式会社シンセイ,https://www.shinsei-1950.co.jp/company-info/,取締役,羽原 正直
株式会社シンセイ,https://www.shinsei-1950.co.jp/company-info/,取締役 非常勤,福島 宏明
株式会社シンセイ,https://www.shinsei-1950.co.jp/company-info/,執行役員,上野 和彦
株式会社シンセイ,https://www.shinsei-1950.co.jp/company-info/,執行役員,梅岡 友一
株式会社シンセイ,https://www.shinsei-1950.co.jp/company-info/,執行役員,斜木 重久
株式会社シンセイ,https://www.shinsei-1950.co.jp/company-info/,顧問,藤若 弘明
株式会社シンセイ,https://www.shinsei-1950.co.jp/company-info/,監査役,森 玲子
株式会社悠々,http://www.sera-youyou.jp/recruit/about/company/,役員,宮地 治夫
株式会社悠々,http://www.sera-youyou.jp/recruit/about/company/,役員,武部 洋治
株式会社悠々,http://www.sera-youyou.jp/recruit/about/company/,役員,宮地 幹治
株式会社悠々,http://www.sera-youyou.jp/recruit/about/company/,役員,宮地 真智子
株式会社悠々,http://www.sera-youyou.jp/recruit/about/company/,役員,武部 和之
株式会社じゅん,https://www.jun.co.jp/news/company_240201/,代表取締役社長,佐々木進
株式会社ミッテル,https://www.mittel.jp/mittel/,代表取締役,高橋正晃
株式会社太陽堂薬局,https://kanpo-yaku.com/taiyoudou/,代表取締役,古閑 進
株式会社太陽堂薬局,https://kanpo-yaku.com/taiyoudou/,取締役会長,古閑 静也
山田薬品株式会社,https://cosmetics-medical.com/about-2/%E4%BC%9A%E7%A4%BE%E6%A1%88%E5%86%85-%E5%B1%B1%E7%94%B0%E8%96%AC%E5%93%81%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE/,取締役社長,山田裕二郎
吉岡米穀株式会社,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=5290001000635,役員情報なし,役員情報なし
株式会社ハッピーケア,https://happycare.co.jp/company.html,代表取締役,海老根 潤
株式会社ハッピーケア,https://happycare.co.jp/company.html,代表取締役,福田 惠子
株式会社ハッピーケア,https://happycare.co.jp/company.html,取締役,佐藤 史規
株式会社ハッピーケア,https://happycare.co.jp/company.html,取締役,猪狩 卓也
株式会社ハッピーケア,https://happycare.co.jp/company.html,監査役,福田 敏雄
株式会社アクティ,https://yokohama-acty.jp/pages/2/,代表取締役社長,吉武道雄
株式会社アクティ,https://yokohama-acty.jp/pages/2/,常務取締役,秋山秀正
株式会社アクティ,https://yokohama-acty.jp/pages/2/,社外取締役,小河原雅宏
株式会社アクティ,https://yokohama-acty.jp/pages/2/,社外取締役,池田秀雄
株式会社アクティ,https://yokohama-acty.jp/pages/2/,監査役,石橋真理子
まごころ株式会社,https://magocoro-kaigo.co.jp/company/,代表取締役社長,上村健二
株式会社ハッピーエンドギフト,https://www.satsuki-jutaku.jp/search/detail.php?house_id=25891,代表取締役,大原 正夫
株式会社ハッピーエンドギフト,https://www.satsuki-jutaku.jp/search/detail.php?house_id=25891,取締役専務,澤田 佳希
株式会社ハッピーエンドギフト,https://www.satsuki-jutaku.jp/search/detail.php?house_id=25891,取締役常務,髙橋 崇徳
株式会社ハッピーエンドギフト,https://www.satsuki-jutaku.jp/search/detail.php?house_id=25891,取締役,杉村 悠
株式会社ハッピーエンドギフト,https://www.satsuki-jutaku.jp/search/detail.php?house_id=25891,監査役,梅村 行子
昭和技研株式会社,https://www.sgco.co.jp/company.php,代表取締役,田中 禎一
大雄株式会社,https://daiyu-web.co.jp/company/company-profile/,代表取締役,大矢浩二
株式会社Ｂｅａｎｓ,https://www.wantedly.com/companies/company_4761358/members,代表,鍋野 真也
株式会社白寿,https://corp.hakuju.co.jp/profile/,代表取締役社長,原 浩之
株式会社ウエルハーモニー,https://wellharmony.co.jp/corporation/,代表取締役,大崎 正裕
株式会社菱栄ライフサービス,https://ryoeilife.jp/company/,取締役社長,伊丹 朝彰
株式会社オフィス,https://www.officebusters.co.jp/company/officer,代表取締役会長,天野 太郎
株式会社オフィス,https://www.officebusters.co.jp/company/officer,代表取締役社長,熊谷 正慶
株式会社オフィス,https://www.officebusters.co.jp/company/officer,専務取締役,藤本 匡彦
株式会社オフィス,https://www.officebusters.co.jp/company/officer,常務取締役,鈴木 佳貴
株式会社オフィス,https://www.officebusters.co.jp/company/officer,常勤監査役,市河 明
株式会社オフィス,https://www.officebusters.co.jp/company/officer,非常勤監査役,嶽本 智之
株式会社オフィス,https://www.officebusters.co.jp/company/officer,相談役,藤倉 功育
株式会社畠山,"https://www.nouson-n.com/media/2023/12/26/9370#:~:text=%E3%80%90%E5%BD%B9%E5%93%A1%E4%BD%93%E5%88%B6%E3%80%91%E2%96%BD%E5%8F%96%E7%B7%A0%E5%BD%B9%E4%BC%9A%E9%95%B7,%E7%9B%A3%E6%9F%BB%E5%BD%B9%EF%BC%9D%E9%95%B7%E5%9D%82%E8%89%AF%E6%B2%BB%E3%80%82",取締役会長,氏家薫
株式会社畠山,"https://www.nouson-n.com/media/2023/12/26/9370#:~:text=%E3%80%90%E5%BD%B9%E5%93%A1%E4%BD%93%E5%88%B6%E3%80%91%E2%96%BD%E5%8F%96%E7%B7%A0%E5%BD%B9%E4%BC%9A%E9%95%B7,%E7%9B%A3%E6%9F%BB%E5%BD%B9%EF%BC%9D%E9%95%B7%E5%9D%82%E8%89%AF%E6%B2%BB%E3%80%82",代表取締役社長,畠山直樹
株式会社畠山,"https://www.nouson-n.com/media/2023/12/26/9370#:~:text=%E3%80%90%E5%BD%B9%E5%93%A1%E4%BD%93%E5%88%B6%E3%80%91%E2%96%BD%E5%8F%96%E7%B7%A0%E5%BD%B9%E4%BC%9A%E9%95%B7,%E7%9B%A3%E6%9F%BB%E5%BD%B9%EF%BC%9D%E9%95%B7%E5%9D%82%E8%89%AF%E6%B2%BB%E3%80%82",常務取締役,南田和夫
株式会社畠山,"https://www.nouson-n.com/media/2023/12/26/9370#:~:text=%E3%80%90%E5%BD%B9%E5%93%A1%E4%BD%93%E5%88%B6%E3%80%91%E2%96%BD%E5%8F%96%E7%B7%A0%E5%BD%B9%E4%BC%9A%E9%95%B7,%E7%9B%A3%E6%9F%BB%E5%BD%B9%EF%BC%9D%E9%95%B7%E5%9D%82%E8%89%AF%E6%B2%BB%E3%80%82",常務取締役,新見久恭
株式会社畠山,"https://www.nouson-n.com/media/2023/12/26/9370#:~:text=%E3%80%90%E5%BD%B9%E5%93%A1%E4%BD%93%E5%88%B6%E3%80%91%E2%96%BD%E5%8F%96%E7%B7%A0%E5%BD%B9%E4%BC%9A%E9%95%B7,%E7%9B%A3%E6%9F%BB%E5%BD%B9%EF%BC%9D%E9%95%B7%E5%9D%82%E8%89%AF%E6%B2%BB%E3%80%82",取締役,成田達男
株式会社畠山,"https://www.nouson-n.com/media/2023/12/26/9370#:~:text=%E3%80%90%E5%BD%B9%E5%93%A1%E4%BD%93%E5%88%B6%E3%80%91%E2%96%BD%E5%8F%96%E7%B7%A0%E5%BD%B9%E4%BC%9A%E9%95%B7,%E7%9B%A3%E6%9F%BB%E5%BD%B9%EF%BC%9D%E9%95%B7%E5%9D%82%E8%89%AF%E6%B2%BB%E3%80%82",取締役（非常勤）,大島美紀
株式会社畠山,"https://www.nouson-n.com/media/2023/12/26/9370#:~:text=%E3%80%90%E5%BD%B9%E5%93%A1%E4%BD%93%E5%88%B6%E3%80%91%E2%96%BD%E5%8F%96%E7%B7%A0%E5%BD%B9%E4%BC%9A%E9%95%B7,%E7%9B%A3%E6%9F%BB%E5%BD%B9%EF%BC%9D%E9%95%B7%E5%9D%82%E8%89%AF%E6%B2%BB%E3%80%82",取締役（非常勤）,小栗正照
株式会社畠山,"https://www.nouson-n.com/media/2023/12/26/9370#:~:text=%E3%80%90%E5%BD%B9%E5%93%A1%E4%BD%93%E5%88%B6%E3%80%91%E2%96%BD%E5%8F%96%E7%B7%A0%E5%BD%B9%E4%BC%9A%E9%95%B7,%E7%9B%A3%E6%9F%BB%E5%BD%B9%EF%BC%9D%E9%95%B7%E5%9D%82%E8%89%AF%E6%B2%BB%E3%80%82",取締役（非常勤）,田々楽智矢
株式会社畠山,"https://www.nouson-n.com/media/2023/12/26/9370#:~:text=%E3%80%90%E5%BD%B9%E5%93%A1%E4%BD%93%E5%88%B6%E3%80%91%E2%96%BD%E5%8F%96%E7%B7%A0%E5%BD%B9%E4%BC%9A%E9%95%B7,%E7%9B%A3%E6%9F%BB%E5%BD%B9%EF%BC%9D%E9%95%B7%E5%9D%82%E8%89%AF%E6%B2%BB%E3%80%82",監査役,長坂良治
株式会社ＫＥＮＳＨＯ,https://www.kenshou-inc.co.jp/com/,代表取締役,熱田敏広
株式会社らいふ,https://www.life-silver.com/life-silver/company/,代表取締役社長,熊谷 敬
株式会社らいふ,https://www.life-silver.com/life-silver/company/,取締役,松風 幸二
株式会社らいふ,https://www.life-silver.com/life-silver/company/,取締役,村上 慎太郎
株式会社らいふ,https://www.life-silver.com/life-silver/company/,非常勤取締役,栢木 伊久二
株式会社らいふ,https://www.life-silver.com/life-silver/company/,非常勤取締役,百武 尚樹
株式会社らいふ,https://www.life-silver.com/life-silver/company/,監査役,中野 慎一郎
株式会社わかば薬局,https://www.wakaba-hldgs.co.jp/about/,代表取締役,杉本修康
株式会社せいか,https://waseika.com/company/organization/,代表取締役会長,竹田 純久
株式会社せいか,https://waseika.com/company/organization/,代表取締役社長,竹田 成宏
株式会社せいか,https://waseika.com/company/organization/,取締役,竹田 元則
株式会社せいか,https://waseika.com/company/organization/,取締役,岡野 克也
株式会社せいか,https://waseika.com/company/organization/,取締役,宇治田 吾朗
株式会社せいか,https://waseika.com/company/organization/,取締役,山戸 斉
株式会社せいか,https://waseika.com/company/organization/,取締役,西山 和秀
株式会社せいか,https://waseika.com/company/organization/,取締役,石本 裕之
株式会社せいか,https://waseika.com/company/organization/,取締役,米田 英博
株式会社ＡＬＩＶＥ,https://alive-japan.com/company/companyoutline/,代表取締役,西山英治
株式会社グッドライフサポート,http://goodl.info/?page_id=136,代表取締役,熊谷勝彦
株式会社山弘,https://www.yamahiro.org/about/about-us/,代表取締役,三渡 眞介
株式会社ジャパンエクシード,https://www.wantedly.com/companies/company_1213119/members,その他,小川 昌輝
株式会社ジャパンエクシード,https://www.wantedly.com/companies/company_1213119/members,その他,久保 菜々子
株式会社ジャパンエクシード,https://www.wantedly.com/companies/company_1213119/members,セールス,大野 晃平
株式会社ジャパンエクシード,https://www.wantedly.com/companies/company_1213119/members,その他,中満 朝香
株式会社ジャパンエクシード,https://www.wantedly.com/companies/company_1213119/members,その他,小川 昌輝
株式会社ジャパンエクシード,https://www.wantedly.com/companies/company_1213119/members,その他,吉原 駿太
株式会社ジャパンエクシード,https://www.wantedly.com/companies/company_1213119/members,その他,南 陽太
株式会社ジャパンエクシード,https://www.wantedly.com/companies/company_1213119/members,セールス,大野 晃平
株式会社ジャパンエクシード,https://www.wantedly.com/companies/company_1213119/members,その他,久保 菜々子
株式会社ジャパンエクシード,https://www.wantedly.com/companies/company_1213119/members,その他,谷塚 颯
株式会社サンセット,https://www.pref.fukui.lg.jp/doc/junkan/haikibutsu-gyouseishobun_d/fil/001.pdf,役員情報なし,役員情報なし
株式会社Ｎｉｓｈｉｋｉ　Ｃｏｒｐｏｒａｔｉｏｎ,https://yellowpage.usonar.co.jp/companies/46ae005b5d814807cc5cef85e1e59465,役員情報なし,役員情報なし
大進産業株式会社,https://d-sangyo.jp/company.html,代表取締役,山本 崇史
株式会社大塗,https://k-daito.net/company/,代表取締役社長,濱村 友一
工事プロ株式会社,https://ttzk.graffer.jp/corporations/2180001123359,役員情報なし,役員情報なし
ワン・プラス・ワン株式会社,https://www.oneplusone.biz/commercial,代表取締役社長,林 增 清
ワン・プラス・ワン株式会社,https://www.oneplusone.biz/commercial,取締役専務,施 美 娟
株式会社ユービック,https://www.youbic.jp/overview,代表取締役,廣瀬 雄一
株式会社ユービック,https://www.youbic.jp/overview,取締役部長,重松 貴延
株式会社丸山工務店,https://www.mk-home.info/about,代表取締役,丸山善宏
株式会社丸山工務店,https://www.mk-home.info/about,専務取締役,丸山真児
株式会社丸山工務店,https://www.mk-home.info/about,常務取締役,丸山和宏
株式会社かとう,https://kato-kk.jp/profile/corporate-profile/,代表取締役社長,奥畑 陽司
株式会社かとう,https://kato-kk.jp/profile/corporate-profile/,取締役,林田 祐紀
株式会社かとう,https://kato-kk.jp/profile/corporate-profile/,取締役,清原 晋一
株式会社かとう,https://kato-kk.jp/profile/corporate-profile/,取締役,田村 亘
株式会社かとう,https://kato-kk.jp/profile/corporate-profile/,監査役,澁谷 修一
株式会社ランドマーク,https://www.land21.co.jp/company/officer/,取締役,水野 明宏
株式会社ランドマーク,https://www.land21.co.jp/company/officer/,取締役,石川 崇之
株式会社クロニカデザイン,https://chronica.co.jp/about/,代表取締役社長,西村拓人
株式会社マイ・ライフ,https://www.my-life.jp/company/,代表取締役社長,糸賀 誠
株式会社ワット,https://w-den.jp/about/company/,代表取締役,永田 善三
株式会社ワット,https://w-den.jp/about/company/,専務取締役,永田 哲崇
株式会社ワット,https://w-den.jp/about/company/,常務取締役,久保 信治
株式会社ワット,https://w-den.jp/about/company/,取締役,山中 明彦
株式会社日活スペースデザイン,http://www.nikkatsu-sd.co.jp/company/,代表取締役社長,塩 亮祐
株式会社日活スペースデザイン,http://www.nikkatsu-sd.co.jp/company/,取締役副社長,塩 俊祐
株式会社日活スペースデザイン,http://www.nikkatsu-sd.co.jp/company/,専務取締役,早田 晃
株式会社日活スペースデザイン,http://www.nikkatsu-sd.co.jp/company/,取締役本部長,兵藤 彰紀
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,会長,山田 博彰
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,副会長,狩野 卓也
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,専務理事／資格認定審査委員長／調査研究委員長,日置 晴之
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,専務理事／事務局長,大森 清隆
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,常務理事,板場 正義
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,常務理事,薄井 一樹
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,常務理事,呉 裕隆
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,理事／広報委員,阿部 ちあき
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,理事／組織運営委員,入江 亮子
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,理事,欧 子豪
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,理事／調査研究委員,貝塚 英元
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,理事／資格認定審査委員,加藤 真由美
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,理事／広報委員,鎌田 孝
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,理事／資格認定審査委員,北原 康行
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,理事／資格認定審査委員,佐藤 信也
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,理事／広報委員,島田 律子
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,理事／調査研究委員,髙峯 和則
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,理事／広報委員,高橋 智章
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,理事,友田 晶子
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,理事／研究室長,長田 卓
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,理事／調査研究委員,菱沼 勇人
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,理事／組織運営委員,福島 淳
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,理事／調査研究委員,古田 豊弘
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,理事／調査研究委員,本坊 祥子
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,理事／広報委員,向井 畝津子
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,理事／組織運営委員,本村 哲朗
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,理事／組織運営委員,森 隆
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,理事／広報委員,山本 将守
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,理事,楊 嘯
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,理事／広報委員,レイチェル・チャン
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,名誉会長,木村 克己
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,相談役,淺見 敏彦
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,最高顧問,小泉 武夫
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,最高顧問,鮫島 吉廣
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,顧問,秋本 雄一
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,顧問,浅野 徹
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,顧問,遠藤 喜信
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,顧問,大谷 晃
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,顧問,河原崎 吉博
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,顧問,鬼頭 キヨシ
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,顧問,木村 功一
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,顧問,小柳 才治
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,顧問,酒本 久也
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,顧問,佐藤 幸博
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,顧問,杉本 徹次郎
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,顧問,鈴木 詔雄
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,顧問,高城 幸司
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,顧問,久松 茂
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,顧問,松岡 修司
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,顧問,山田 淳仁
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,顧問,横田 光敏
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,顧問,吉澤 淑
株式会社Ｓ．Ｓ．Ｉ,https://ssi-w.com/aboutssi/director/,顧問,若松 隆男
株式会社ウィンテック,https://www.wintec-yok.co.jp/news.html,役員情報なし,役員情報なし
三共防除株式会社,http://www.sankyobojo.com/,役員情報なし,役員情報なし
株式会社ダイケン開発,https://www.daiken.jp/about/groupreport/2021/pdf/index/6768_daiken_report2021.pdf,役員情報なし,役員情報なし
株式会社シンカワ,http://shinkawa-jp.com/company/,役員情報なし,役員情報なし
株式会社大野,https://www.wantedly.com/companies/company_997883/members,代表取締役副社長,大野 貴嗣
株式会社大野,https://www.wantedly.com/companies/company_997883/members,採用担当,谷本 美香
株式会社明宝,https://www.meihoham.co.jp/company/outline.php,取締役会長（非常勤）,蒲 昌範
株式会社明宝,https://www.meihoham.co.jp/company/outline.php,代表取締役社長,名畑 和永
株式会社明宝,https://www.meihoham.co.jp/company/outline.php,取締役（食品・安全衛生統括）,大坪 知樹
株式会社明宝,https://www.meihoham.co.jp/company/outline.php,取締役（営業・総務統括）,石田 哲仁
株式会社明宝,https://www.meihoham.co.jp/company/outline.php,取締役（非常勤）,置田 優一
株式会社明宝,https://www.meihoham.co.jp/company/outline.php,取締役（非常勤）,髙田 昌成
株式会社明宝,https://www.meihoham.co.jp/company/outline.php,監査役（非常勤）,柘植 隆充
株式会社明宝,https://www.meihoham.co.jp/company/outline.php,監査役（非常勤）,和田 浩二
株式会社春日井,https://www.kasugai-group.co.jp/company/,代表取締役,春日井 明徳
株式会社Ｓｕｎ．Ｇ,https://sun-g.com/?page_id=583,代表取締役,山本 普將
ジェイ・ファースト株式会社,https://www.j-fast.co.jp/company_pro.html,代表取締役社長,秋里 乃武宏
株式会社三和海産,https://sanwakaisan.co.jp/about/,役員情報なし,役員情報なし
株式会社札幌協和,https://www.spkyowa.com/company/outline/,代表取締役社長,齊藤隆幸
